clip_id,v3_row,context,scenario_dir,intent,action,split_design,person_id,filepath,view,width,height,fps,n_frames,duration_s,sha256,recorded_at
S52_F01_c012,52,kitchen,S52_F01,F01,A01,train,P04,kitchen/S52_F01/S52_F01_c012.mp4,phone_1080p,1280,720,23.666,51,2.155,56dd5e921d84aca6a480773c0ba9fa9087e032f93e0bba643bac7723f7ceceb4,2026-07-27T15:07:30
S52_F01_c013,52,kitchen,S52_F01,F01,A01,train,P04,kitchen/S52_F01/S52_F01_c013.mp4,phone_1080p,1280,720,23.938,77,3.217,39251871cfb2c70a686bb7402cd8a6db62a6ed02a9c653eee97f690da236ff10,2026-07-27T15:08:20
S52_F01_c014,52,kitchen,S52_F01,F01,A01,train,P04,kitchen/S52_F01/S52_F01_c014.mp4,phone_1080p,1280,720,23.983,69,2.877,db696b86c4778e959a39311eae2113590af45863e0da89b200c650e95c4f8271,2026-07-27T15:08:26
S52_F01_c015,52,kitchen,S52_F01,F01,A01,train,P04,kitchen/S52_F01/S52_F01_c015.mp4,phone_1080p,1280,720,23.983,101,4.211,6bb8605d05eabb39d1abb48c015b7782f178c511ed467fbcb032aa7fe544290a,2026-07-27T15:08:40
S52_F01_c016,52,kitchen,S52_F01,F01,A01,train,P04,kitchen/S52_F01/S52_F01_c016.mp4,phone_1080p,1280,720,23.866,84,3.52,974b437a9fdbd3d0dfe6d7d29b6741111dc8e13d58d2b4af855f4f7bd8f7ced7,2026-07-27T15:08:48
S52_F01_c017,52,kitchen,S52_F01,F01,A01,train,P04,kitchen/S52_F01/S52_F01_c017.mp4,phone_1080p,1280,720,24.03,85,3.537,123c71517b564be57a8ae9822de01dff36735f7e0c9beeaf7e2e58c9c5cb6c91,2026-07-27T15:09:50
S52_F01_c018,52,kitchen,S52_F01,F01,A01,train,P04,kitchen/S52_F01/S52_F01_c018.mp4,phone_1080p,1280,720,24.011,75,3.124,be01505b9240a6018d6f425ba1b4f07c3b8c00a5d8b309f6d720ebf7fad6893e,2026-07-27T15:10:20
S52_F01_c019,52,kitchen,S52_F01,F01,A01,train,P04,kitchen/S52_F01/S52_F01_c019.mp4,phone_1080p,1280,720,29.856,84,2.814,9a3dad084c1df4e7db4d7704816ef43c8ec0b87bac75823c52d318fbb433db24,2026-07-27T15:11:05
S52_F01_c020,52,kitchen,S52_F01,F01,A01,train,P04,kitchen/S52_F01/S52_F01_c020.mp4,phone_1080p,1280,720,29.871,77,2.578,1e1ba261470cf5e4a53b80433b6d87437fac0327b3680813c6040110459045df,2026-07-27T15:11:11
S52_F01_c021,52,kitchen,S52_F01,F01,A01,train,P02,kitchen/S52_F01/S52_F01_c021.mp4,phone_1080p,1280,720,30.008,174,5.799,f979bbb745d8fc651f5e7573f887c8d4f427b35612bdb322c4fa5002326b9580,2026-07-28T16:06:23
S52_F01_c022,52,kitchen,S52_F01,F01,A01,train,P02,kitchen/S52_F01/S52_F01_c022.mp4,realsense_480p,640,480,15.0,95,6.333,41b13b514945eff61210be222cc1f33127435b83b32781264c756b7ed2e2b298,2026-07-28T16:06:24
S52_F01_c023,52,kitchen,S52_F01,F01,A01,train,P02,kitchen/S52_F01/S52_F01_c023.mp4,phone_1080p,1280,720,29.655,170,5.733,99aa755816c4bb369f6ea20650a76e3dd5f7e833357d44430e8ecc1d688ba725,2026-07-28T16:06:33
S52_F01_c024,52,kitchen,S52_F01,F01,A01,train,P02,kitchen/S52_F01/S52_F01_c024.mp4,realsense_480p,640,480,15.0,107,7.133,a8deedf2ca5097537a1ccb1ce91a8109df5428a12abcd8d11389c06e9d138e06,2026-07-28T16:06:34
S52_F01_c025,52,kitchen,S52_F01,F01,A01,train,P02,kitchen/S52_F01/S52_F01_c025.mp4,phone_1080p,1280,720,30.004,179,5.966,18ae919d43dc5bfc01fc1a30062b131e2cbc7a2592cb5bd739c563b3a27fae9c,2026-07-28T16:06:47
S52_F01_c026,52,kitchen,S52_F01,F01,A01,train,P02,kitchen/S52_F01/S52_F01_c026.mp4,realsense_480p,640,480,15.0,93,6.2,0c62bb3c9a983e4c7676dc591cdb4d9e6c049b47e6117c812e9d8ab5b38ddbcb,2026-07-28T16:06:48
S52_F01_c027,52,kitchen,S52_F01,F01,A01,train,P02,kitchen/S52_F01/S52_F01_c027.mp4,phone_1080p,1280,720,30.004,170,5.666,d03b95c5ae954a17ef3241da1272471b237a7b97760d9696a887f87f68ebed65,2026-07-28T16:06:57
S52_F01_c028,52,kitchen,S52_F01,F01,A01,train,P02,kitchen/S52_F01/S52_F01_c028.mp4,realsense_480p,640,480,15.0,89,5.933,fc6659de70fb21e0ff54ab4f639382080f98de71a9875e3208673810802df03b,2026-07-28T16:06:58
S52_F01_c029,52,kitchen,S52_F01,F01,A01,train,P02,kitchen/S52_F01/S52_F01_c029.mp4,phone_1080p,1280,720,29.832,173,5.799,2fdaf26b11f2b08f8cd9abe6863daf9eb7e095badc51a67270c7251d1068ba1f,2026-07-28T16:07:08
S52_F01_c030,52,kitchen,S52_F01,F01,A01,train,P02,kitchen/S52_F01/S52_F01_c030.mp4,realsense_480p,640,480,15.0,90,6.0,344329d5fab805b2f01bd721d2b136ae7ebca8451e3a2629ddd6fd30751d5180,2026-07-28T16:07:09
S52_F01_c031,52,kitchen,S52_F01,F01,A01,train,P02,kitchen/S52_F01/S52_F01_c031.mp4,phone_1080p,1280,720,30.004,172,5.733,3f17d7d4f79f947e391c73eec1a748635d1df6483a043584011eba0a08fd6690,2026-07-28T16:07:15
S52_F01_c032,52,kitchen,S52_F01,F01,A01,train,P02,kitchen/S52_F01/S52_F01_c032.mp4,realsense_480p,640,480,15.0,100,6.667,318eb80d38c676e397167449061f09e087502185bcfe70f7fdcf68f6e9fb1dc6,2026-07-28T16:07:18
S52_F01_c033,52,kitchen,S52_F01,F01,A01,train,P01,kitchen/S52_F01/S52_F01_c033.mp4,phone_1080p,1280,720,30.037,244,8.123,3d8f87db38800913f2e47c57992d164901800fd0e1067f42940adf48728df0d4,2026-07-27T20:10:41
S52_F01_c034,52,kitchen,S52_F01,F01,A01,train,P02,kitchen/S52_F01/S52_F01_c034.mp4,phone_1080p,1280,720,30.036,213,7.091,0d6e25926da533a1cf273000d039b41623675792b03412ba84608f7a0079403b,2026-07-27T20:10:59
S52_F01_c035,52,kitchen,S52_F01,F01,A01,train,P03,kitchen/S52_F01/S52_F01_c035.mp4,phone_1080p,1280,720,30.037,206,6.858,49a33d5eaa9b8cd54552a61a7aae80df1fc411632a9500a9b8ad04dd434f95fc,2026-07-27T20:12:46
S52_F01_c036,52,kitchen,S52_F01,F01,A01,train,P04,kitchen/S52_F01/S52_F01_c036.mp4,phone_1080p,1280,720,30.036,180,5.993,95b60eb646cedab060e6b29e0834be07aa2df4af544afdd4d56ae14492a7e0f4,2026-07-27T20:13:02
S52_F01_c037,52,kitchen,S52_F01,F01,A01,train,P05,kitchen/S52_F01/S52_F01_c037.mp4,phone_1080p,1280,720,30.036,195,6.492,482d358aea7084ccfb0a181c26e37cf74727ca9fb28c3d39ec3f266e38ff1019,2026-07-27T20:14:14
S52_F01_c038,52,kitchen,S52_F01,F01,A01,train,P06,kitchen/S52_F01/S52_F01_c038.mp4,phone_1080p,1280,720,30.036,194,6.459,242c4a2d75300dfc993599613e5f6b0084eefa296a4ca5f1c88d0dfb728a4319,2026-07-27T20:14:27
S52_F01_c039,52,kitchen,S52_F01,F01,A01,train,P07,kitchen/S52_F01/S52_F01_c039.mp4,phone_1080p,1280,720,30.037,202,6.725,667fc7398559d69d50bc3107ec50bdb35864b3331c18c32e3f7bf62659e79d91,2026-07-27T20:16:24
S52_F01_c040,52,kitchen,S52_F01,F01,A01,train,P08,kitchen/S52_F01/S52_F01_c040.mp4,phone_1080p,1280,720,30.036,197,6.559,7b2c5dc50f120db4c5c1ac2bb5bc3b6bf793cc386bbf842e79874520ce0b0c6a,2026-07-27T20:16:55
S52_F01_c041,52,kitchen,S52_F01,F01,A01,train,P09,kitchen/S52_F01/S52_F01_c041.mp4,phone_1080p,1280,720,30.037,206,6.858,bb77a44a656f24476b3ab4cbf58274fcbcf1e401bb57e393f8bf38ea5668252a,2026-07-27T20:18:39
S52_F01_c042,52,kitchen,S52_F01,F01,A01,train,P10,kitchen/S52_F01/S52_F01_c042.mp4,phone_1080p,1280,720,30.036,197,6.559,20db2780a9d1441366a3649f5dc7cb1e812a6f56cc580875408fe556fc9514e6,2026-07-27T20:18:53
S53_F02_c001,53,kitchen,S53_F02,F02,A02/A03,test,P07,kitchen/S53_F02/S53_F02_c001.MOV,phone_4k,3840,2160,29.989,141,4.702,2a4ebbab9a7f4353c3dde3140d769b6dd9bdb46b37506a367d710e902ffb818a,2026-07-27T12:50:58
S53_F02_c002,53,kitchen,S53_F02,F02,A02/A03,test,P07,kitchen/S53_F02/S53_F02_c002.MOV,phone_4k,3840,2160,30.0,170,5.667,da2c69537ccf1ba9805de8751ee949eee74b519c5d19186c36b0c04b1830f782,2026-07-27T12:51:16
S53_F02_c003,53,kitchen,S53_F02,F02,A02/A03,test,P07,kitchen/S53_F02/S53_F02_c003.MOV,phone_4k,3840,2160,29.991,163,5.435,bed2e81bf404ab9007ef47237c825345702fb84530dccbefc0306669fa288e93,2026-07-27T12:51:36
S53_F02_c004,53,kitchen,S53_F02,F02,A02/A03,test,P07,kitchen/S53_F02/S53_F02_c004.MOV,phone_4k,3840,2160,29.991,169,5.635,cb8f377aa5960092a5e91654468322b67611af75b8c5de4a36e445b79fcb2150,2026-07-27T12:52:06
S53_F02_c005,53,kitchen,S53_F02,F02,A02/A03,test,P07,kitchen/S53_F02/S53_F02_c005.MOV,phone_4k,3840,2160,30.0,174,5.8,67f67034f8670c4f6593f292fd07cc1d683a1b0905788a4626f7e88260adafea,2026-07-27T12:53:16
S53_F02_c006,53,kitchen,S53_F02,F02,A02/A03,test,P07,kitchen/S53_F02/S53_F02_c006.MOV,phone_4k,3840,2160,29.992,180,6.002,a1eae5de0cacc529cc0a1c4a9fe87f840b2e908250bcdc361425ad69cefbc5c5,2026-07-27T12:53:41
S53_F02_c007,53,kitchen,S53_F02,F02,A02/A03,test,P07,kitchen/S53_F02/S53_F02_c007.MOV,phone_4k,3840,2160,30.0,160,5.333,1a80e1fc7a8bc4aed3602f3d140f77001ed0a666141dae149a8d3d3d6c2bbf4a,2026-07-27T12:54:02
S53_F02_c008,53,kitchen,S53_F02,F02,A02/A03,test,P07,kitchen/S53_F02/S53_F02_c008.MOV,phone_4k,3840,2160,29.991,176,5.868,9891f0d11108b87814409830543ddda9d29b4557cdb2416d674dd2273137a122,2026-07-27T12:54:22
S53_F02_c009,53,kitchen,S53_F02,F02,A02/A03,test,P07,kitchen/S53_F02/S53_F02_c009.MOV,phone_4k,3840,2160,30.0,182,6.067,0cff3eb0a7392dfac6ff2d4f2fa032d223e1f01756ae5d389833c94afb3a2748,2026-07-27T12:55:04
S53_F02_c010,53,kitchen,S53_F02,F02,A02/A03,test,P07,kitchen/S53_F02/S53_F02_c010.MOV,phone_4k,3840,2160,30.0,161,5.367,461f369987e748c2fbec0e25c21bf3039f4b4d648ea2b4243dd21dc618ffc753,2026-07-27T12:55:29
S53_F02_c011,53,kitchen,S53_F02,F02,A02/A03,test,P04,kitchen/S53_F02/S53_F02_c011.mp4,phone_1080p,1280,720,29.839,171,5.731,e728071be978e7cbffd187ea3e0cb41fa693cef7d9b44716833a3c9cb9a4feb1,2026-07-27T16:05:20
S53_F02_c012,53,kitchen,S53_F02,F02,A02/A03,test,P04,kitchen/S53_F02/S53_F02_c012.mp4,phone_1080p,1280,720,29.775,120,4.03,358742d24713fe76a45ad4b573d3971050b63d3a353c0014f32d5a6a11a40b8b,2026-07-27T16:05:55
S53_F02_c013,53,kitchen,S53_F02,F02,A02/A03,test,P04,kitchen/S53_F02/S53_F02_c013.mp4,phone_1080p,1280,720,29.918,118,3.944,bbf9cc9c3fe48d0bd1acba1eb5ce20ccc297f7cefe2f694f02ec4281ec403730,2026-07-27T16:10:59
S53_F02_c014,53,kitchen,S53_F02,F02,A02/A03,test,P04,kitchen/S53_F02/S53_F02_c014.mp4,phone_1080p,1280,720,29.763,138,4.637,e6681732f0e4aaf8819c25b9ab453681805bea6693f8789116845df58b845145,2026-07-27T16:11:07
S53_F02_c015,53,kitchen,S53_F02,F02,A02/A03,test,P04,kitchen/S53_F02/S53_F02_c015.mp4,phone_1080p,1280,720,29.899,161,5.385,5dbbdaf2c35767cbc0227503f7d34d26361ca9d266604f734b41f737639fd574,2026-07-27T16:11:15
S53_F02_c016,53,kitchen,S53_F02,F02,A02/A03,test,P04,kitchen/S53_F02/S53_F02_c016.mp4,phone_1080p,1280,720,29.717,109,3.668,9f5a2e4c2f9e53b696dfef15e1a5d3a0c388215f2a1553fc07af6b0faeccfd3f,2026-07-27T16:11:32
S53_F02_c017,53,kitchen,S53_F02,F02,A02/A03,test,P04,kitchen/S53_F02/S53_F02_c017.mp4,phone_1080p,1280,720,29.837,125,4.189,4758570cdb6b0f49632ca1083646230291bb554a34037ddd0bbbdb383747aa0c,2026-07-27T16:12:25
S53_F02_c018,53,kitchen,S53_F02,F02,A02/A03,test,P04,kitchen/S53_F02/S53_F02_c018.mp4,phone_1080p,1280,720,29.91,134,4.48,c86ad58316dda6e46b399bec2092e5dee5e203c38f8a3a3a669251e9af03ce55,2026-07-27T16:12:39
S53_F02_c019,53,kitchen,S53_F02,F02,A02/A03,test,P04,kitchen/S53_F02/S53_F02_c019.mp4,phone_1080p,1280,720,29.909,115,3.845,0601208b0a3514b4f950bd6258ba34b58b44de7af51bce83569b1c7e8a281525,2026-07-27T16:12:47
S53_F02_c020,53,kitchen,S53_F02,F02,A02/A03,test,P01,kitchen/S53_F02/S53_F02_c020.mp4,phone_1080p,1280,720,30.008,211,7.031,772102ff7299989f4440682d249fe06f924025b94e0a67a5db12ee5f9e226f96,2026-07-27T20:26:59
S53_F02_c021,53,kitchen,S53_F02,F02,A02/A03,test,P01,kitchen/S53_F02/S53_F02_c021.mp4,phone_1080p,1280,720,30.008,212,7.065,2c653bc394539ffc5366a3242499eb1192f4c0cc96ee6978e44b9ba710fb18d4,2026-07-27T20:28:16
S53_F02_c022,53,kitchen,S53_F02,F02,A02/A03,test,P01,kitchen/S53_F02/S53_F02_c022.mp4,phone_1080p,1280,720,30.008,191,6.365,7708e25a8328e6406839ff0f88e61b5ed021e287c3b9c9bdbe1edeeea1d2e695,2026-07-27T20:30:14
S53_F02_c023,53,kitchen,S53_F02,F02,A02/A03,test,P01,kitchen/S53_F02/S53_F02_c023.mp4,phone_1080p,1280,720,30.008,176,5.865,2f55923ecc28218320b7c0c7f90aad79e007ec8d3b433953bf631c5f2a1695ac,2026-07-27T20:30:33
S53_F02_c024,53,kitchen,S53_F02,F02,A02/A03,test,P01,kitchen/S53_F02/S53_F02_c024.mp4,phone_1080p,1280,720,30.008,193,6.432,d1509bc73cdd9bd4bb8ab9a0356d6358bca9d612f31e5eccaf4c7b129d3f5c2c,2026-07-27T20:30:58
S53_F02_c025,53,kitchen,S53_F02,F02,A02/A03,test,P01,kitchen/S53_F02/S53_F02_c025.mp4,phone_1080p,1280,720,30.008,187,6.232,decf2d40f66bfc841a62bec3db2a5948a64626919e7b79a5adc8fe783d8ae772,2026-07-27T20:32:16
S53_F02_c026,53,kitchen,S53_F02,F02,A02/A03,test,P01,kitchen/S53_F02/S53_F02_c026.mp4,phone_1080p,1280,720,30.008,183,6.098,61a05cd59bf83f6c46cd9139a817a15fc2ce824b09d1d6f75fd7286f63e17815,2026-07-27T20:32:36
S53_F02_c027,53,kitchen,S53_F02,F02,A02/A03,test,P02,kitchen/S53_F02/S53_F02_c027.mp4,phone_1080p,1280,720,30.057,171,5.689,7bbcb2443d7df0dc0f528ca2ea6e5867a81d0ead3f3a5ed245d56e896eac40e5,2026-07-28T16:10:04
S53_F02_c028,53,kitchen,S53_F02,F02,A02/A03,test,P02,kitchen/S53_F02/S53_F02_c028.mp4,realsense_480p,640,480,15.0,46,3.067,cece9a7fea1da626eec4a2206fcdc21226fb3a01323d8ef631c2f061b2e1df87,2026-07-28T16:10:05
S53_F02_c029,53,kitchen,S53_F02,F02,A02/A03,test,P02,kitchen/S53_F02/S53_F02_c029.mp4,phone_1080p,1280,720,30.056,173,5.756,7e30d17c00532f2c8a157d539b93013cd139dceeb0e958c157005c61359341e5,2026-07-28T16:10:16
S53_F02_c030,53,kitchen,S53_F02,F02,A02/A03,test,P02,kitchen/S53_F02/S53_F02_c030.mp4,realsense_480p,640,480,15.0,96,6.4,4adf6c609f44b242d4557a064c30dc87239d192577f2b3468d93b7259b8fdf47,2026-07-28T16:10:17
S53_F02_c031,53,kitchen,S53_F02,F02,A02/A03,test,P02,kitchen/S53_F02/S53_F02_c031.mp4,phone_1080p,1280,720,30.057,170,5.656,c16dc81470ddd3a8d0ccb8dbd13c67ecf97481e94d7656658c84dbfe0e9f0589,2026-07-28T16:10:28
S53_F02_c032,53,kitchen,S53_F02,F02,A02/A03,test,P02,kitchen/S53_F02/S53_F02_c032.mp4,realsense_480p,640,480,15.0,96,6.4,e288d28eefd28dc182e96b6ce3948eb0f182b5a34feb1b6da77ded400c2ac765,2026-07-28T16:10:29
S53_F02_c033,53,kitchen,S53_F02,F02,A02/A03,test,P02,kitchen/S53_F02/S53_F02_c033.mp4,phone_1080p,1280,720,30.058,168,5.589,675ead08d6cb0925e376a0bae41dac1d378cad0206dd4d4039fade3ba250d896,2026-07-28T16:10:52
S53_F02_c034,53,kitchen,S53_F02,F02,A02/A03,test,P02,kitchen/S53_F02/S53_F02_c034.mp4,realsense_480p,640,480,15.0,92,6.133,da6bde016e6a006c2963382155ae356786673d6fdb261ef30f8776db021ba30d,2026-07-28T16:10:53
S53_F02_c035,53,kitchen,S53_F02,F02,A02/A03,test,P02,kitchen/S53_F02/S53_F02_c035.mp4,phone_1080p,1280,720,30.004,173,5.766,78841f99134c26617a3eae0ed19fd851d71006da9dace5eb61b3fd9ea77a42eb,2026-07-28T16:11:04
S53_F02_c036,53,kitchen,S53_F02,F02,A02/A03,test,P02,kitchen/S53_F02/S53_F02_c036.mp4,realsense_480p,640,480,15.0,113,7.533,3a1e90625fc4bdc0d2da7740af1ce4d603af90e86479c4f2e9e6354c4b17eb3d,2026-07-28T16:11:05
S53_F02_c037,53,kitchen,S53_F02,F02,A02/A03,test,P01,kitchen/S53_F02/S53_F02_c037.mp4,phone_1080p,1280,720,30.037,208,6.925,5e30b8eec12730d652e1dc9fa8ef023751549fdfc9db437610cc3f4f6e6c7fc5,2026-07-27T20:22:09
S53_F02_c038,53,kitchen,S53_F02,F02,A02/A03,test,P01,kitchen/S53_F02/S53_F02_c038.mp4,phone_1080p,1280,720,30.037,192,6.392,9ea0461f9928f5f51504a62ab14fe3b2191af0ee9c8978c0de692d83b670e0fa,2026-07-27T20:23:07
S53_F02_c039,53,kitchen,S53_F02,F02,A02/A03,test,P01,kitchen/S53_F02/S53_F02_c039.mp4,phone_1080p,1280,720,30.037,208,6.925,bcae0071672b27361f246970e69011d2d86cdf945005778d624ca4d190a8fc09,2026-07-27T20:25:19
S54_F02_c001,54,kitchen,S54_F02,F02,A02/A03,test,P06,kitchen/S54_F02/S54_F02_c001.MOV,phone_4k,3840,2160,30.0,202,6.733,955501e9d93469ecb423c1c84aa6bdb873a2282b55021adf076578014a0f719f,2026-07-27T12:36:20
S54_F02_c002,54,kitchen,S54_F02,F02,A02/A03,test,P06,kitchen/S54_F02/S54_F02_c002.MOV,phone_4k,3840,2160,29.992,180,6.002,b507dbb0154fcdf23595e76d7146d6f699822e56b1d7c81a190067895617fff1,2026-07-27T12:36:35
S54_F02_c003,54,kitchen,S54_F02,F02,A02/A03,test,P06,kitchen/S54_F02/S54_F02_c003.MOV,phone_4k,3840,2160,29.992,186,6.202,288dc8bfcb149dad5cc66d3845c214b475267fac1ef0b05ce1c8f19d4a646f78,2026-07-27T12:36:53
S54_F02_c004,54,kitchen,S54_F02,F02,A02/A03,test,P06,kitchen/S54_F02/S54_F02_c004.MOV,phone_4k,3840,2160,30.0,223,7.433,15d7ff9ee33670c5dfcf4870b997972b64cc6133ab849ece7ae7db2e4d259e8e,2026-07-27T12:37:35
S54_F02_c005,54,kitchen,S54_F02,F02,A02/A03,test,P06,kitchen/S54_F02/S54_F02_c005.MOV,phone_4k,3840,2160,29.992,186,6.202,ae63d45fbbfc8a3b12b02891deedc422c71da99f163458e546331562944ebdfd,2026-07-27T12:39:46
S54_F02_c006,54,kitchen,S54_F02,F02,A02/A03,test,P06,kitchen/S54_F02/S54_F02_c006.MOV,phone_4k,3840,2160,30.0,177,5.9,7c33feccfdd8b0e5d5a0d97cc7d388cc6b9ca56d07e825bd22bf39e22b1e79f4,2026-07-27T12:40:38
S54_F02_c007,54,kitchen,S54_F02,F02,A02/A03,test,P06,kitchen/S54_F02/S54_F02_c007.MOV,phone_4k,3840,2160,30.0,203,6.767,91b9e99c2f32cb69513b80b7f70af1a98df82c1453541266d02b5ccfa84a4643,2026-07-27T12:47:50
S54_F02_c008,54,kitchen,S54_F02,F02,A02/A03,test,P06,kitchen/S54_F02/S54_F02_c008.MOV,phone_4k,3840,2160,29.992,194,6.468,273122de9b5ca1182fe8e11f386a502a0d21104cb02efa251a2998a47a28ab5d,2026-07-27T12:48:09
S54_F02_c009,54,kitchen,S54_F02,F02,A02/A03,test,P04,kitchen/S54_F02/S54_F02_c009.mp4,phone_1080p,1280,720,23.957,103,4.299,89fa2398e489d2c029c2b13ad987bc7a45832cfb85a0fc2ff7a12165890481be,2026-07-27T15:20:17
S54_F02_c010,54,kitchen,S54_F02,F02,A02/A03,test,P04,kitchen/S54_F02/S54_F02_c010.mp4,phone_1080p,1280,720,23.934,68,2.841,8c1249b2d0241b46cfac837248037225268dc6cab7c1a446dc9d9de46ed5f6cb,2026-07-27T15:20:56
S54_F02_c011,54,kitchen,S54_F02,F02,A02/A03,test,P04,kitchen/S54_F02/S54_F02_c011.mp4,phone_1080p,1280,720,23.944,60,2.506,04f297b4c1acb3dd079fc55ea53fea7eb8dedcc44da4687bbfbeda6dc11835ea,2026-07-27T15:21:04
S54_F02_c012,54,kitchen,S54_F02,F02,A02/A03,test,P04,kitchen/S54_F02/S54_F02_c012.mp4,phone_1080p,1280,720,23.787,67,2.817,a6e7c6e61b0602d5e6801c105dd1926c6c3b0d0c8827a94e74527f8d6720a45b,2026-07-27T15:21:48
S54_F02_c013,54,kitchen,S54_F02,F02,A02/A03,test,P04,kitchen/S54_F02/S54_F02_c013.mp4,phone_1080p,1280,720,23.844,72,3.02,08610331770b4988c88cc1c18b2a714768481c0a8462905cdb1ce85074603ff2,2026-07-27T15:21:54
S54_F02_c014,54,kitchen,S54_F02,F02,A02/A03,test,P04,kitchen/S54_F02/S54_F02_c014.mp4,phone_1080p,1280,720,23.96,81,3.381,db12160913f411b53b901b934b81d79cd8dea5c0804140f62f404fbd45ef130f,2026-07-27T15:22:01
S54_F02_c015,54,kitchen,S54_F02,F02,A02/A03,test,P04,kitchen/S54_F02/S54_F02_c015.mp4,phone_1080p,1280,720,24.018,85,3.539,48aeb24051309d183ccab88e2820f1e73bf33e13ee4162d7f7ecdedbbf6a6e95,2026-07-27T15:22:22
S54_F02_c016,54,kitchen,S54_F02,F02,A02/A03,test,P04,kitchen/S54_F02/S54_F02_c016.mp4,phone_1080p,1280,720,23.68,64,2.703,8b6c594d13e830d5dd878e8cec1566035452165aaf72a03d420018f305400067,2026-07-27T15:22:30
S54_F02_c017,54,kitchen,S54_F02,F02,A02/A03,test,P01,kitchen/S54_F02/S54_F02_c017.mp4,phone_1080p,1280,720,29.833,171,5.732,dd9894ec8fb6181788c2e369591dffd8aebab594229919a752648df4a806c755,2026-07-27T20:33:38
S54_F02_c018,54,kitchen,S54_F02,F02,A02/A03,test,P01,kitchen/S54_F02/S54_F02_c018.mp4,phone_1080p,1280,720,30.007,185,6.165,2b1943ed71f07cd0d8aef485b896067ed87710b3b371ccb8373dd6b9cdcf25cc,2026-07-27T20:34:00
S54_F02_c019,54,kitchen,S54_F02,F02,A02/A03,test,P01,kitchen/S54_F02/S54_F02_c019.mp4,phone_1080p,1280,720,30.008,173,5.765,2bcea5caa9e55cd3b16147c4c538d2b376cd4d550314e62b8e5e2f75a287aa39,2026-07-27T20:34:21
S54_F02_c020,54,kitchen,S54_F02,F02,A02/A03,test,P01,kitchen/S54_F02/S54_F02_c020.mp4,phone_1080p,1280,720,30.008,173,5.765,d7da9896c0b2c6e08f4b7df6f62fff7cda67f5f49c6a4a371891fbfdbbee0c74,2026-07-27T20:34:39
S54_F02_c021,54,kitchen,S54_F02,F02,A02/A03,test,P01,kitchen/S54_F02/S54_F02_c021.mp4,phone_1080p,1280,720,30.008,204,6.798,3b8419305b1dce0005eb8d046a79003ce8dd1d1c73801eceafdd6a555ae658d2,2026-07-27T20:34:56
S54_F02_c022,54,kitchen,S54_F02,F02,A02/A03,test,P01,kitchen/S54_F02/S54_F02_c022.mp4,phone_1080p,1280,720,30.008,181,6.032,95af45159073faf272516792cf6f2bb802d30fed504baa637c8c402b01b148e0,2026-07-27T20:35:30
S54_F02_c023,54,kitchen,S54_F02,F02,A02/A03,test,P01,kitchen/S54_F02/S54_F02_c023.mp4,phone_1080p,1280,720,30.008,186,6.198,617f2c23bbbc2709afe995cfc42de2cdb20e7ead4a5287cbf6c3b78537391732,2026-07-27T20:36:10
S54_F02_c024,54,kitchen,S54_F02,F02,A02/A03,test,P01,kitchen/S54_F02/S54_F02_c024.mp4,phone_1080p,1280,720,30.008,180,5.998,17f358de2870750fca04126a56b6f7015846eb880bb47fd23c52380098128248,2026-07-27T20:37:01
S54_F02_c025,54,kitchen,S54_F02,F02,A02/A03,test,P01,kitchen/S54_F02/S54_F02_c025.mp4,phone_1080p,1280,720,30.008,192,6.398,9205e1a2ba4209c266e6891295cef580f401310abf0881ebb0169a318773783a,2026-07-27T20:37:54
S54_F02_c026,54,kitchen,S54_F02,F02,A02/A03,test,P01,kitchen/S54_F02/S54_F02_c026.mp4,phone_1080p,1280,720,30.008,181,6.032,f36ec35beb84445cf16f4ce3d161877d8ed536d37be6dca4edab1474a62b941a,2026-07-27T20:38:18
S54_F02_c027,54,kitchen,S54_F02,F02,A02/A03,test,P02,kitchen/S54_F02/S54_F02_c027.mp4,phone_1080p,1280,720,30.007,167,5.565,396c220de63993ca502bc623c163e46913ddc51b69321d74a64444415222311a,2026-07-28T16:15:33
S54_F02_c028,54,kitchen,S54_F02,F02,A02/A03,test,P02,kitchen/S54_F02/S54_F02_c028.mp4,phone_1080p,1280,720,30.063,170,5.655,1f99ecbc0056ec5a9d18a931d2e935085e52841856b3facd0014402e6c173fbb,2026-07-28T16:15:42
S54_F02_c029,54,kitchen,S54_F02,F02,A02/A03,test,P02,kitchen/S54_F02/S54_F02_c029.mp4,phone_1080p,1280,720,30.008,164,5.465,946aecb9f9641d405d2f3d0d88f593b0311589148156fae1978def1c1400bba0,2026-07-28T16:15:53
S54_F02_c030,54,kitchen,S54_F02,F02,A02/A03,test,P02,kitchen/S54_F02/S54_F02_c030.mp4,phone_1080p,1280,720,29.886,173,5.789,6c28907b87b3343cca64cf32bb7a5f4d5539f1b8e9f6888e5a756fbc0b7aeb80,2026-07-28T16:16:11
S54_F02_c031,54,kitchen,S54_F02,F02,A02/A03,test,P02,kitchen/S54_F02/S54_F02_c031.mp4,phone_1080p,1280,720,30.004,168,5.599,6b1699800c262925fb4555e9ecbae59b3051cfc973027d1833c0b5bb349c12d8,2026-07-28T16:16:21
